customer_id,store_id,product_name,sales_date,sales_person_id,price,quantity,total_cost
141,121,pasta,2024-05-24,2,15,1,15
125,122,quaker oats,2024-04-30,4,212,9,1908
83,122,sugar,2024-07-17,5,50,4,200
21,121,nutrella,2024-03-30,1,40,4,160
118,123,atta,2024-03-26,8,60,1,60
64,123,pasta,2024-08-18,8,15,10,150
198,124,meggi,2024-07-19,11,12,6,72
55,123,clinic plus,2024-06-26,8,1.5,7,10.5
73,124,atta,2024-06-10,12,60,8,480
143,124,pasta,2024-05-25,11,15,5,75
119,123,nutrella,2024-08-13,8,40,9,360
95,123,clinic plus,2024-03-11,7,1.5,5,7.5
15,122,quaker oats,2024-05-28,4,212,1,212
141,124,clinic plus,2024-03-09,10,1.5,9,13.5
101,122,Rice,2024-08-20,5,70,9,630
22,122,Rice,2024-07-09,4,70,4,280
39,124,meggi,2024-06-14,12,12,5,60
120,121,refined oil,2024-04-20,2,110,3,330
22,122,maida,2024-06-03,6,20,1,20
82,123,quaker oats,2024-06-01,9,212,5,1060
160,122,pasta,2024-07-11,5,15,4,60
58,121,nutrella,2024-05-31,1,40,6,240
6,122,meggi,2024-03-10,6,12,1,12
69,123,atta,2024-06-23,9,60,3,180
50,123,sugar,2024-07-17,8,50,2,100
134,122,sugar,2024-08-11,6,50,5,250
31,124,besan,2024-07-01,10,52,2,104
70,121,besan,2024-07-10,2,52,6,312
10,121,sugar,2024-05-29,2,50,8,400
189,124,maida,2024-08-10,12,20,6,120
29,121,Rice,2024-03-06,1,70,7,490
72,124,dantkanti,2024-04-30,12,100,6,600
23,123,nutrella,2024-05-14,9,40,3,120
53,121,sugar,2024-06-01,2,50,3,150
84,124,meggi,2024-07-18,12,12,1,12
140,122,maida,2024-05-13,5,20,10,200
44,124,clinic plus,2024-04-23,11,1.5,4,6.0
165,121,sugar,2024-05-31,2,50,5,250
109,124,clinic plus,2024-03-05,10,1.5,2,3.0
98,122,atta,2024-07-29,6,60,1,60
99,124,besan,2024-07-31,12,52,7,364
19,123,refined oil,2024-04-13,7,110,9,990
174,124,besan,2024-06-07,10,52,3,156
38,122,refined oil,2024-03-16,4,110,7,770
21,123,clinic plus,2024-04-29,7,1.5,8,12.0
164,123,refined oil,2024-06-24,9,110,8,880
122,124,quaker oats,2024-06-12,12,212,9,1908
89,123,refined oil,2024-05-07,9,110,8,880
61,121,atta,2024-03-25,2,60,3,180
22,124,besan,2024-04-07,12,52,8,416
64,123,refined oil,2024-05-19,9,110,6,660
63,124,clinic plus,2024-07-08,10,1.5,10,15.0
57,121,clinic plus,2024-08-06,1,1.5,8,12.0
52,121,refined oil,2024-04-21,1,110,10,1100
31,121,refined oil,2024-03-13,2,110,4,440
32,124,quaker oats,2024-03-30,11,212,1,212
74,123,Rice,2024-07-07,7,70,1,70
5,121,quaker oats,2024-05-14,2,212,8,1696
110,124,dantkanti,2024-03-20,10,100,7,700
59,121,Rice,2024-04-24,1,70,7,490
11,123,Rice,2024-08-07,7,70,2,140
72,121,besan,2024-07-18,1,52,10,520
107,122,meggi,2024-04-03,5,12,8,96
7,121,Rice,2024-05-01,3,70,7,490
108,124,Rice,2024-04-14,11,70,5,350
10,123,Rice,2024-03-09,8,70,1,70
194,121,Rice,2024-05-09,3,70,1,70
112,123,meggi,2024-03-18,7,12,9,108
141,124,meggi,2024-04-28,12,12,2,24
60,124,dantkanti,2024-07-08,11,100,7,700
117,122,dantkanti,2024-04-30,5,100,10,1000
152,123,sugar,2024-03-05,8,50,10,500
165,121,besan,2024-03-26,3,52,9,468
193,121,sugar,2024-05-27,1,50,10,500
182,124,Rice,2024-03-25,10,70,7,490
153,123,refined oil,2024-04-01,9,110,2,220
127,124,Rice,2024-07-31,10,70,1,70
43,124,sugar,2024-07-02,12,50,5,250
91,122,besan,2024-04-06,5,52,8,416
6,122,sugar,2024-03-18,4,50,3,150
143,124,refined oil,2024-03-06,11,110,7,770
12,124,nutrella,2024-03-09,12,40,5,200
46,123,maida,2024-03-11,9,20,10,200
102,121,dantkanti,2024-06-24,3,100,8,800
160,122,meggi,2024-06-08,4,12,10,120
34,121,maida,2024-04-13,2,20,10,200
156,123,quaker oats,2024-05-17,9,212,3,636
164,123,clinic plus,2024-06-23,7,1.5,2,3.0
191,121,dantkanti,2024-04-07,3,100,2,200
45,121,maida,2024-05-11,3,20,7,140
187,121,clinic plus,2024-07-11,2,1.5,4,6.0
59,122,pasta,2024-05-21,6,15,10,150
73,122,atta,2024-07-07,4,60,10,600
133,121,Rice,2024-07-22,3,70,1,70
124,123,dantkanti,2024-08-13,8,100,1,100
45,121,meggi,2024-06-26,2,12,7,84
39,121,clinic plus,2024-07-05,1,1.5,3,4.5
198,124,quaker oats,2024-04-05,12,212,10,2120
71,122,atta,2024-07-18,6,60,7,420
188,123,nutrella,2024-06-17,8,40,10,400
160,121,Rice,2024-06-17,1,70,4,280
76,121,clinic plus,2024-03-28,1,1.5,10,15.0
124,124,pasta,2024-06-06,12,15,6,90
109,124,besan,2024-05-18,10,52,10,520
5,123,besan,2024-03-14,9,52,9,468
150,124,meggi,2024-06-30,11,12,10,120
44,121,refined oil,2024-08-19,2,110,7,770
142,121,quaker oats,2024-07-24,2,212,9,1908
133,122,quaker oats,2024-06-21,5,212,9,1908
100,123,besan,2024-07-12,9,52,6,312
71,122,Rice,2024-04-03,6,70,10,700
119,122,maida,2024-06-03,4,20,3,60
158,122,Rice,2024-04-16,5,70,10,700
1,123,dantkanti,2024-03-18,7,100,10,1000
66,123,besan,2024-08-07,9,52,6,312
70,124,quaker oats,2024-08-04,12,212,1,212
44,123,nutrella,2024-07-04,7,40,6,240
36,122,nutrella,2024-07-20,5,40,9,360
34,123,Rice,2024-05-03,8,70,5,350
54,121,nutrella,2024-07-22,3,40,10,400
85,124,refined oil,2024-05-06,12,110,7,770
166,122,pasta,2024-06-04,6,15,8,120
141,122,meggi,2024-05-04,4,12,9,108
174,122,dantkanti,2024-04-30,6,100,8,800
117,121,Rice,2024-05-15,3,70,1,70
117,121,atta,2024-03-22,3,60,4,240
25,121,besan,2024-04-05,1,52,3,156
169,122,besan,2024-03-06,6,52,9,468
129,123,atta,2024-05-25,9,60,3,180
136,124,nutrella,2024-07-16,11,40,7,280
132,122,atta,2024-04-24,4,60,6,360
163,123,nutrella,2024-06-04,7,40,8,320
120,124,besan,2024-03-05,11,52,4,208
2,124,nutrella,2024-04-10,12,40,4,160
15,123,dantkanti,2024-05-20,9,100,3,300
109,122,Rice,2024-07-02,4,70,7,490
49,123,pasta,2024-06-05,9,15,3,45
72,122,sugar,2024-08-17,6,50,6,300
191,121,atta,2024-07-01,2,60,5,300
192,122,quaker oats,2024-07-06,4,212,5,1060
26,121,sugar,2024-03-24,1,50,10,500
95,123,pasta,2024-03-06,7,15,5,75
41,123,pasta,2024-03-12,9,15,1,15
171,122,clinic plus,2024-08-06,4,1.5,1,1.5
174,124,maida,2024-07-25,12,20,8,160
1,124,pasta,2024-03-08,11,15,3,45
194,124,pasta,2024-06-28,10,15,5,75
152,121,besan,2024-04-03,3,52,6,312
77,121,sugar,2024-06-26,3,50,5,250
183,122,besan,2024-04-15,6,52,1,52
127,122,maida,2024-05-19,4,20,4,80
174,122,besan,2024-03-25,5,52,2,104
29,124,meggi,2024-07-10,11,12,2,24
24,123,clinic plus,2024-08-07,8,1.5,3,4.5
47,121,pasta,2024-07-28,3,15,2,30
198,122,maida,2024-03-27,4,20,7,140
143,122,clinic plus,2024-06-01,5,1.5,2,3.0
2,123,Rice,2024-06-22,7,70,4,280
115,122,maida,2024-04-27,5,20,4,80
36,122,refined oil,2024-03-28,5,110,4,440
141,121,meggi,2024-03-06,1,12,3,36
11,123,quaker oats,2024-04-28,8,212,2,424
66,122,pasta,2024-08-02,5,15,5,75
142,124,besan,2024-06-12,12,52,10,520
188,124,quaker oats,2024-07-02,11,212,1,212
174,121,clinic plus,2024-04-18,1,1.5,5,7.5
29,121,refined oil,2024-08-19,3,110,2,220
73,121,Rice,2024-08-10,1,70,4,280
26,122,quaker oats,2024-04-20,6,212,5,1060
89,121,Rice,2024-07-03,1,70,10,700
49,121,sugar,2024-05-24,2,50,6,300
107,121,nutrella,2024-05-29,2,40,7,280
48,123,pasta,2024-06-06,9,15,3,45
140,122,maida,2024-06-25,5,20,1,20
35,124,atta,2024-06-05,10,60,2,120
67,121,sugar,2024-07-05,2,50,2,100
136,123,clinic plus,2024-04-14,9,1.5,8,12.0
146,121,besan,2024-07-02,3,52,2,104
161,121,atta,2024-04-07,1,60,3,180
60,123,quaker oats,2024-04-05,7,212,7,1484
107,124,sugar,2024-04-19,11,50,4,200
136,121,nutrella,2024-04-02,1,40,1,40
89,121,besan,2024-03-30,3,52,5,260
29,124,clinic plus,2024-06-13,11,1.5,2,3.0
193,121,clinic plus,2024-05-06,2,1.5,9,13.5
106,122,nutrella,2024-03-28,6,40,4,160
126,122,pasta,2024-06-26,4,15,7,105
172,122,sugar,2024-06-09,6,50,4,200
64,124,atta,2024-03-09,10,60,10,600
170,122,sugar,2024-08-18,4,50,4,200
